"sales_id","sales_rep","email","brands","plant_cost","unit_price","quantity","costs","profit","countries","region","months","years"
"10497","Gill","gillhell@uk.com","hero","150.00","200.00",984,"196800.00","49200.00","Nigeria","Southeast","January",2019
"10498","Sorvino","sorvi2000@gmail.com","beta malt","80.00","150.00",765,"114750.00","53550.00","Togo","west","February",2017
"10499","Thompson","thomp@uk.com","grand malt","90.00","150.00",956,"143400.00","57360.00","Benin","southsouth","March",2017
"10500","Andrews","andy@gmail.com","trophy","150.00","200.00",931,"186200.00","46550.00","Senegal","northwest","April",2019
"10501","Jardine","jard@gmail.com","budweiser","250.00","500.00",718,"359000.00","179500.00","Ghana","northeast ","May",2018
"10502","Jardine","jard@gmail.com","castle lite","180.00","450.00",776,"349200.00","209520.00","Nigeria","northcentral ","June",2018
"10503","Andrews","andy@gmail.com","eagle lager","170.00","250.00",836,"209000.00","66880.00","Togo","Southeast","July",2018
"10504","Jones","jone.ai@yahoo.com","hero","150.00","200.00",730,"146000.00","36500.00","Benin","west","August",2017
"10505","Morgan","morganny@gmail.com","beta malt","80.00","150.00",741,"111150.00","51870.00","Senegal","southsouth","September",2017
"10506","Kivell","kivel_go@yahoo.com","grand malt","90.00","150.00",982,"147300.00","58920.00","Ghana","northwest","October",2019
"10507","Sorvino","sorvi2000@gmail.com","trophy","150.00","200.00",724,"144800.00","36200.00","Nigeria","northeast ","November",2019
"10508","Gill","gillhell@uk.com","budweiser","250.00","500.00",906,"453000.00","226500.00","Togo","northcentral ","December",2018
"10509","Sorvino","sorvi2000@gmail.com","castle lite","180.00","450.00",907,"408150.00","244890.00","Benin","Southeast","January",2018
"10510","Thompson","thomp@uk.com","eagle lager","170.00","250.00",712,"178000.00","56960.00","Senegal","west","February",2019
"10511","Andrews","andy@gmail.com","hero","150.00","200.00",859,"171800.00","42950.00","Ghana","southsouth","March",2018
"10512","Jardine","jard@gmail.com","beta malt","80.00","150.00",770,"115500.00","53900.00","Nigeria","northwest","April",2018
"10513","Jardine","jard@gmail.com","grand malt","90.00","150.00",775,"116250.00","46500.00","Togo","northeast ","May",2019
"10514","Andrews","andy@gmail.com","trophy","150.00","200.00",820,"164000.00","41000.00","Benin","northcentral ","June",2019
"10515","Jardine","jard@gmail.com","budweiser","250.00","500.00",833,"416500.00","208250.00","Senegal","Southeast","July",2018
"10516","Gill","gillhell@uk.com","castle lite","180.00","450.00",735,"330750.00","198450.00","Ghana","west","August",2017
"10517","Sorvino","sorvi2000@gmail.com","eagle lager","170.00","250.00",884,"221000.00","70720.00","Nigeria","southsouth","September",2017
"10518","Jones","jone.ai@yahoo.com","hero","150.00","200.00",888,"177600.00","44400.00","Togo","northwest","October",2019
"10519","Andrews","andy@gmail.com","beta malt","80.00","150.00",756,"113400.00","52920.00","Benin","northeast ","November",2017
"10520","Jardine","jard@gmail.com","grand malt","90.00","150.00",787,"118050.00","47220.00","Senegal","northcentral ","December",2019
"10521","Thompson","thomp@uk.com","trophy","150.00","200.00",804,"160800.00","40200.00","Ghana","Southeast","January",2018
"10522","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",986,"493000.00","246500.00","Nigeria","west","February",2018
"10523","Morgan","morganny@gmail.com","castle lite","180.00","450.00",856,"385200.00","231120.00","Togo","southsouth","March",2018
"10524","Howard","howard_freeman@yahoo.com","eagle lager","170.00","250.00",835,"208750.00","66800.00","Benin","northwest","April",2018
"10525","Parent","parentty@uk.com","hero","150.00","200.00",938,"187600.00","46900.00","Senegal","northeast ","May",2018
"10526","Jones","jone.ai@yahoo.com","beta malt","80.00","150.00",719,"107850.00","50330.00","Ghana","northcentral ","June",2018
"10527","Smith","smithMan@yahoo.com","grand malt","90.00","150.00",868,"130200.00","52080.00","Nigeria","Southeast","July",2017
"10528","Jones","jone.ai@yahoo.com","trophy","150.00","200.00",885,"177000.00","44250.00","Togo","west","August",2018
"10529","Jardine","jard@gmail.com","budweiser","250.00","500.00",943,"471500.00","235750.00","Benin","southsouth","September",2018
"10530","Gill","gillhell@uk.com","castle lite","180.00","450.00",900,"405000.00","243000.00","Senegal","northwest","October",2017
"10531","Sorvino","sorvi2000@gmail.com","eagle lager","170.00","250.00",950,"237500.00","76000.00","Ghana","northeast ","November",2019
"10532","Jones","jone.ai@yahoo.com","hero","150.00","200.00",742,"148400.00","37100.00","Nigeria","northcentral ","December",2017
"10533","Andrews","andy@gmail.com","beta malt","80.00","150.00",889,"133350.00","62230.00","Togo","Southeast","January",2018
"10534","Jardine","jard@gmail.com","grand malt","90.00","150.00",939,"140850.00","56340.00","Benin","west","February",2018
"10535","Thompson","thomp@uk.com","trophy","150.00","200.00",950,"190000.00","47500.00","Senegal","southsouth","March",2018
"10536","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",745,"372500.00","186250.00","Ghana","northwest","April",2018
"10537","Morgan","morganny@gmail.com","castle lite","180.00","450.00",933,"419850.00","251910.00","Nigeria","northeast ","May",2017
"10538","Howard","howard_freeman@yahoo.com","eagle lager","170.00","250.00",826,"206500.00","66080.00","Togo","northcentral ","June",2017
"10539","Parent","parentty@uk.com","hero","150.00","200.00",989,"197800.00","49450.00","Benin","Southeast","July",2017
"10540","Jones","jone.ai@yahoo.com","beta malt","80.00","150.00",881,"132150.00","61670.00","Senegal","west","August",2019
"10541","Smith","smithMan@yahoo.com","grand malt","90.00","150.00",768,"115200.00","46080.00","Ghana","southsouth","September",2019
"10542","Jones","jone.ai@yahoo.com","trophy","150.00","200.00",844,"168800.00","42200.00","Nigeria","northwest","October",2018
"10543","Morgan","morganny@gmail.com","budweiser","250.00","500.00",790,"395000.00","197500.00","Togo","northeast ","November",2017
"10544","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",898,"404100.00","242460.00","Benin","northcentral ","December",2018
"10545","Parent","parentty@uk.com","eagle lager","170.00","250.00",818,"204500.00","65440.00","Senegal","Southeast","January",2018
"10546","Kivell","kivel_go@yahoo.com","hero","150.00","200.00",707,"141400.00","35350.00","Ghana","west","February",2018
"10547","Smith","smithMan@yahoo.com","beta malt","80.00","150.00",712,"106800.00","49840.00","Nigeria","southsouth","March",2017
"10548","Parent","parentty@uk.com","grand malt","90.00","150.00",991,"148650.00","59460.00","Togo","northwest","April",2018
"10549","Gill","gillhell@uk.com","trophy","150.00","200.00",900,"180000.00","45000.00","Benin","northeast ","May",2019
"10550","Smith","smithMan@yahoo.com","budweiser","250.00","500.00",810,"405000.00","202500.00","Senegal","northcentral ","June",2019
"10551","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",740,"333000.00","199800.00","Ghana","Southeast","July",2019
"10552","Sorvino","sorvi2000@gmail.com","eagle lager","170.00","250.00",909,"227250.00","72720.00","Nigeria","west","August",2017
"10553","Jardine","jard@gmail.com","hero","150.00","200.00",824,"164800.00","41200.00","Togo","southsouth","September",2018
"10554","Andrews","andy@gmail.com","beta malt","80.00","150.00",809,"121350.00","56630.00","Benin","northwest","October",2017
"10555","Howard","howard_freeman@yahoo.com","grand malt","90.00","150.00",819,"122850.00","49140.00","Senegal","northeast ","November",2018
"10556","Gill","gillhell@uk.com","trophy","150.00","200.00",865,"173000.00","43250.00","Ghana","northcentral ","December",2019
"10557","Gill","gillhell@uk.com","budweiser","250.00","500.00",902,"451000.00","225500.00","Nigeria","Southeast","January",2019
"10558","Kivell","kivel_go@yahoo.com","castle lite","180.00","450.00",796,"358200.00","214920.00","Togo","west","February",2017
"10559","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",916,"229000.00","73280.00","Benin","southsouth","March",2018
"10560","Morgan","morganny@gmail.com","hero","150.00","200.00",982,"196400.00","49100.00","Senegal","northwest","April",2017
"10561","Kivell","kivel_go@yahoo.com","beta malt","80.00","150.00",734,"110100.00","51380.00","Ghana","northeast ","May",2018
"10562","Sorvino","sorvi2000@gmail.com","grand malt","90.00","150.00",735,"110250.00","44100.00","Nigeria","northcentral ","June",2019
"10563","Gill","gillhell@uk.com","trophy","150.00","200.00",747,"149400.00","37350.00","Togo","Southeast","July",2017
"10564","Sorvino","sorvi2000@gmail.com","budweiser","250.00","500.00",798,"399000.00","199500.00","Benin","west","August",2018
"10565","Thompson","thomp@uk.com","castle lite","180.00","450.00",829,"373050.00","223830.00","Senegal","southsouth","September",2017
"10566","Andrews","andy@gmail.com","eagle lager","170.00","250.00",729,"182250.00","58320.00","Ghana","northwest","October",2017
"10567","Jardine","jard@gmail.com","hero","150.00","200.00",721,"144200.00","36050.00","Nigeria","northeast ","November",2019
"10568","Jardine","jard@gmail.com","beta malt","80.00","150.00",709,"106350.00","49630.00","Togo","northcentral ","December",2018
"10569","Andrews","andy@gmail.com","grand malt","90.00","150.00",719,"107850.00","43140.00","Benin","Southeast","January",2017
"10570","Jardine","jard@gmail.com","trophy","150.00","200.00",875,"175000.00","43750.00","Senegal","west","February",2018
"10571","Gill","gillhell@uk.com","budweiser","250.00","500.00",762,"381000.00","190500.00","Ghana","southsouth","March",2017
"10572","Sorvino","sorvi2000@gmail.com","castle lite","180.00","450.00",964,"433800.00","260280.00","Nigeria","northwest","April",2017
"10573","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",931,"232750.00","74480.00","Togo","northeast ","May",2018
"10574","Andrews","andy@gmail.com","hero","150.00","200.00",766,"153200.00","38300.00","Benin","northcentral ","June",2019
"10575","Jardine","jard@gmail.com","beta malt","80.00","150.00",746,"111900.00","52220.00","Senegal","Southeast","July",2018
"10576","Thompson","thomp@uk.com","grand malt","90.00","150.00",942,"141300.00","56520.00","Ghana","west","August",2017
"10577","Jones","jone.ai@yahoo.com","trophy","150.00","200.00",724,"144800.00","36200.00","Nigeria","southsouth","September",2019
"10578","Morgan","morganny@gmail.com","budweiser","250.00","500.00",887,"443500.00","221750.00","Togo","northwest","October",2018
"10579","Howard","howard_freeman@yahoo.com","castle lite","180.00","450.00",703,"316350.00","189810.00","Benin","northeast ","November",2017
"10580","Parent","parentty@uk.com","eagle lager","170.00","250.00",930,"232500.00","74400.00","Senegal","northcentral ","December",2018
"10581","Jones","jone.ai@yahoo.com","hero","150.00","200.00",867,"173400.00","43350.00","Ghana","Southeast","January",2017
"10582","Smith","smithMan@yahoo.com","beta malt","80.00","150.00",853,"127950.00","59710.00","Nigeria","west","February",2018
"10583","Jones","jone.ai@yahoo.com","grand malt","90.00","150.00",794,"119100.00","47640.00","Togo","southsouth","March",2018
"10584","Morgan","morganny@gmail.com","trophy","150.00","200.00",974,"194800.00","48700.00","Benin","northwest","April",2018
"10585","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",778,"389000.00","194500.00","Senegal","northeast ","May",2019
"10586","Parent","parentty@uk.com","castle lite","180.00","450.00",939,"422550.00","253530.00","Ghana","northcentral ","June",2018
"10587","Kivell","kivel_go@yahoo.com","eagle lager","170.00","250.00",763,"190750.00","61040.00","Nigeria","Southeast","July",2017
"10588","Smith","smithMan@yahoo.com","hero","150.00","200.00",970,"194000.00","48500.00","Togo","west","August",2019
"10589","Parent","parentty@uk.com","beta malt","80.00","150.00",808,"121200.00","56560.00","Benin","southsouth","September",2017
"10590","Gill","gillhell@uk.com","grand malt","90.00","150.00",952,"142800.00","57120.00","Senegal","northwest","October",2019
"10591","Smith","smithMan@yahoo.com","trophy","150.00","200.00",918,"183600.00","45900.00","Ghana","northeast ","November",2019
"10592","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",934,"467000.00","233500.00","Nigeria","northcentral ","December",2018
"10593","Sorvino","sorvi2000@gmail.com","castle lite","180.00","450.00",753,"338850.00","203310.00","Togo","Southeast","January",2019
"10594","Jardine","jard@gmail.com","eagle lager","170.00","250.00",740,"185000.00","59200.00","Benin","west","February",2018
"10595","Andrews","andy@gmail.com","hero","150.00","200.00",829,"165800.00","41450.00","Senegal","southsouth","March",2018
"10596","Howard","howard_freeman@yahoo.com","beta malt","80.00","150.00",977,"146550.00","68390.00","Ghana","northwest","April",2018
"10597","Gill","gillhell@uk.com","grand malt","90.00","150.00",968,"145200.00","58080.00","Nigeria","northeast ","May",2018
"10598","Gill","gillhell@uk.com","trophy","150.00","200.00",797,"159400.00","39850.00","Togo","northcentral ","June",2017
"10599","Kivell","kivel_go@yahoo.com","budweiser","250.00","500.00",926,"463000.00","231500.00","Benin","Southeast","July",2018
"10600","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",925,"416250.00","249750.00","Senegal","west","August",2019
"10601","Morgan","morganny@gmail.com","eagle lager","170.00","250.00",911,"227750.00","72880.00","Ghana","southsouth","September",2017
"10602","Kivell","kivel_go@yahoo.com","hero","150.00","200.00",709,"141800.00","35450.00","Nigeria","northwest","October",2017
"10603","Sorvino","sorvi2000@gmail.com","beta malt","80.00","150.00",791,"118650.00","55370.00","Togo","northeast ","November",2019
"10604","Gill","gillhell@uk.com","grand malt","90.00","150.00",702,"105300.00","42120.00","Benin","northcentral ","December",2018
"10605","Sorvino","sorvi2000@gmail.com","trophy","150.00","200.00",922,"184400.00","46100.00","Senegal","Southeast","January",2017
"10606","Thompson","thomp@uk.com","budweiser","250.00","500.00",957,"478500.00","239250.00","Ghana","west","February",2019
"10607","Andrews","andy@gmail.com","castle lite","180.00","450.00",811,"364950.00","218970.00","Nigeria","southsouth","March",2017
"10608","Jardine","jard@gmail.com","eagle lager","170.00","250.00",776,"194000.00","62080.00","Togo","northwest","April",2018
"10609","Jardine","jard@gmail.com","hero","150.00","200.00",998,"199600.00","49900.00","Benin","northeast ","May",2018
"10610","Andrews","andy@gmail.com","beta malt","80.00","150.00",872,"130800.00","61040.00","Senegal","northcentral ","June",2017
"10611","Jones","jone.ai@yahoo.com","grand malt","90.00","150.00",763,"114450.00","45780.00","Ghana","Southeast","July",2019
"10612","Morgan","morganny@gmail.com","trophy","150.00","200.00",822,"164400.00","41100.00","Nigeria","west","August",2017
"10613","Kivell","kivel_go@yahoo.com","budweiser","250.00","500.00",721,"360500.00","180250.00","Togo","southsouth","September",2018
"10614","Sorvino","sorvi2000@gmail.com","castle lite","180.00","450.00",890,"400500.00","240300.00","Benin","northwest","October",2017
"10615","Gill","gillhell@uk.com","eagle lager","170.00","250.00",860,"215000.00","68800.00","Senegal","northeast ","November",2019
"10616","Sorvino","sorvi2000@gmail.com","hero","150.00","200.00",824,"164800.00","41200.00","Ghana","northcentral ","December",2017
"10617","Thompson","thomp@uk.com","beta malt","80.00","150.00",916,"137400.00","64120.00","Nigeria","Southeast","January",2017
"10618","Andrews","andy@gmail.com","grand malt","90.00","150.00",855,"128250.00","51300.00","Togo","west","February",2019
"10619","Jardine","jard@gmail.com","trophy","150.00","200.00",715,"143000.00","35750.00","Benin","southsouth","March",2018
"10620","Jardine","jard@gmail.com","budweiser","250.00","500.00",940,"470000.00","235000.00","Senegal","northwest","April",2019
"10621","Andrews","andy@gmail.com","castle lite","180.00","450.00",847,"381150.00","228690.00","Ghana","northeast ","May",2019
"10622","Jardine","jard@gmail.com","eagle lager","170.00","250.00",889,"222250.00","71120.00","Nigeria","northcentral ","June",2017
"10623","Gill","gillhell@uk.com","hero","150.00","200.00",928,"185600.00","46400.00","Togo","Southeast","July",2019
"10624","Sorvino","sorvi2000@gmail.com","beta malt","80.00","150.00",943,"141450.00","66010.00","Benin","west","August",2019
"10625","Jones","jone.ai@yahoo.com","grand malt","90.00","150.00",716,"107400.00","42960.00","Senegal","southsouth","September",2018
"10626","Andrews","andy@gmail.com","trophy","150.00","200.00",757,"151400.00","37850.00","Ghana","northwest","October",2018
"10627","Jardine","jard@gmail.com","budweiser","250.00","500.00",795,"397500.00","198750.00","Nigeria","northeast ","November",2017
"10628","Thompson","thomp@uk.com","castle lite","180.00","450.00",940,"423000.00","253800.00","Togo","northcentral ","December",2019
"10629","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",899,"224750.00","71920.00","Benin","Southeast","January",2019
"10630","Morgan","morganny@gmail.com","hero","150.00","200.00",907,"181400.00","45350.00","Senegal","west","February",2018
"10631","Howard","howard_freeman@yahoo.com","beta malt","80.00","150.00",929,"139350.00","65030.00","Ghana","southsouth","March",2019
"10632","Parent","parentty@uk.com","grand malt","90.00","150.00",790,"118500.00","47400.00","Nigeria","northwest","April",2018
"10633","Jones","jone.ai@yahoo.com","trophy","150.00","200.00",939,"187800.00","46950.00","Togo","northeast ","May",2018
"10634","Smith","smithMan@yahoo.com","budweiser","250.00","500.00",720,"360000.00","180000.00","Benin","northcentral ","June",2019
"10635","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",745,"335250.00","201150.00","Senegal","Southeast","July",2018
"10636","Jardine","jard@gmail.com","eagle lager","170.00","250.00",846,"211500.00","67680.00","Ghana","west","August",2017
"10637","Gill","gillhell@uk.com","hero","150.00","200.00",937,"187400.00","46850.00","Nigeria","southsouth","September",2018
"10638","Sorvino","sorvi2000@gmail.com","beta malt","80.00","150.00",874,"131100.00","61180.00","Togo","northwest","October",2018
"10639","Jones","jone.ai@yahoo.com","grand malt","90.00","150.00",822,"123300.00","49320.00","Benin","northeast ","November",2018
"10640","Andrews","andy@gmail.com","trophy","150.00","200.00",737,"147400.00","36850.00","Senegal","northcentral ","December",2017
"10641","Jardine","jard@gmail.com","budweiser","250.00","500.00",759,"379500.00","189750.00","Ghana","Southeast","January",2018
"10642","Thompson","thomp@uk.com","castle lite","180.00","450.00",877,"394650.00","236790.00","Nigeria","west","February",2018
"10643","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",874,"218500.00","69920.00","Togo","southsouth","March",2017
"10644","Morgan","morganny@gmail.com","hero","150.00","200.00",763,"152600.00","38150.00","Benin","northwest","April",2018
"10645","Howard","howard_freeman@yahoo.com","beta malt","80.00","150.00",793,"118950.00","55510.00","Senegal","northeast ","May",2018
"10646","Parent","parentty@uk.com","grand malt","90.00","150.00",937,"140550.00","56220.00","Ghana","northcentral ","June",2019
"10647","Jones","jone.ai@yahoo.com","trophy","150.00","200.00",865,"173000.00","43250.00","Nigeria","Southeast","July",2018
"10648","Smith","smithMan@yahoo.com","budweiser","250.00","500.00",942,"471000.00","235500.00","Togo","west","August",2019
"10649","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",815,"366750.00","220050.00","Benin","southsouth","September",2017
"10650","Morgan","morganny@gmail.com","eagle lager","170.00","250.00",958,"239500.00","76640.00","Senegal","northwest","October",2019
"10651","Jones","jone.ai@yahoo.com","hero","150.00","200.00",869,"173800.00","43450.00","Ghana","northeast ","November",2018
"10652","Parent","parentty@uk.com","beta malt","80.00","150.00",750,"112500.00","52500.00","Nigeria","northcentral ","December",2018
"10653","Kivell","kivel_go@yahoo.com","grand malt","90.00","150.00",702,"105300.00","42120.00","Togo","Southeast","January",2017
"10654","Smith","smithMan@yahoo.com","trophy","150.00","200.00",917,"183400.00","45850.00","Benin","west","February",2019
"10655","Parent","parentty@uk.com","budweiser","250.00","500.00",914,"457000.00","228500.00","Senegal","southsouth","March",2019
"10656","Gill","gillhell@uk.com","castle lite","180.00","450.00",817,"367650.00","220590.00","Ghana","northwest","April",2018
"10657","Smith","smithMan@yahoo.com","eagle lager","170.00","250.00",913,"228250.00","73040.00","Nigeria","northeast ","May",2018
"10658","Jones","jone.ai@yahoo.com","hero","150.00","200.00",705,"141000.00","35250.00","Togo","northcentral ","June",2018
"10659","Sorvino","sorvi2000@gmail.com","beta malt","80.00","150.00",964,"144600.00","67480.00","Benin","Southeast","July",2017
"10660","Jardine","jard@gmail.com","grand malt","90.00","150.00",891,"133650.00","53460.00","Senegal","west","August",2017
"10661","Andrews","andy@gmail.com","trophy","150.00","200.00",977,"195400.00","48850.00","Ghana","southsouth","September",2019
"10662","Howard","howard_freeman@yahoo.com","budweiser","250.00","500.00",948,"474000.00","237000.00","Nigeria","northwest","October",2019
"10663","Gill","gillhell@uk.com","castle lite","180.00","450.00",751,"337950.00","202770.00","Togo","northeast ","November",2017
"10664","Gill","gillhell@uk.com","eagle lager","170.00","250.00",827,"206750.00","66160.00","Benin","northcentral ","December",2017
"10665","Kivell","kivel_go@yahoo.com","hero","150.00","200.00",943,"188600.00","47150.00","Senegal","Southeast","January",2019
"10666","Jones","jone.ai@yahoo.com","beta malt","80.00","150.00",901,"135150.00","63070.00","Ghana","west","February",2019
"10667","Morgan","morganny@gmail.com","grand malt","90.00","150.00",907,"136050.00","54420.00","Nigeria","southsouth","March",2019
"10668","Kivell","kivel_go@yahoo.com","trophy","150.00","200.00",755,"151000.00","37750.00","Togo","northwest","April",2018
"10669","Sorvino","sorvi2000@gmail.com","budweiser","250.00","500.00",802,"401000.00","200500.00","Benin","northeast ","May",2017
"10670","Gill","gillhell@uk.com","castle lite","180.00","450.00",919,"413550.00","248130.00","Senegal","northcentral ","June",2019
"10671","Sorvino","sorvi2000@gmail.com","eagle lager","170.00","250.00",824,"206000.00","65920.00","Ghana","Southeast","July",2017
"10672","Thompson","thomp@uk.com","hero","150.00","200.00",730,"146000.00","36500.00","Nigeria","west","August",2017
"10673","Andrews","andy@gmail.com","beta malt","80.00","150.00",798,"119700.00","55860.00","Togo","southsouth","September",2018
"10674","Jardine","jard@gmail.com","grand malt","90.00","150.00",811,"121650.00","48660.00","Benin","northwest","October",2018
"10675","Jardine","jard@gmail.com","trophy","150.00","200.00",912,"182400.00","45600.00","Senegal","northeast ","November",2018
"10676","Andrews","andy@gmail.com","budweiser","250.00","500.00",836,"418000.00","209000.00","Ghana","northcentral ","December",2017
"10677","Jardine","jard@gmail.com","castle lite","180.00","450.00",953,"428850.00","257310.00","Nigeria","Southeast","January",2018
"10678","Gill","gillhell@uk.com","eagle lager","170.00","250.00",908,"227000.00","72640.00","Togo","west","February",2018
"10679","Sorvino","sorvi2000@gmail.com","hero","150.00","200.00",859,"171800.00","42950.00","Benin","southsouth","March",2019
"10680","Jones","jone.ai@yahoo.com","beta malt","80.00","150.00",928,"139200.00","64960.00","Senegal","northwest","April",2017
"10681","Andrews","andy@gmail.com","grand malt","90.00","150.00",716,"107400.00","42960.00","Ghana","northeast ","May",2019
"10682","Jardine","jard@gmail.com","trophy","150.00","200.00",946,"189200.00","47300.00","Nigeria","northcentral ","June",2017
"10683","Thompson","thomp@uk.com","budweiser","250.00","500.00",913,"456500.00","228250.00","Togo","Southeast","July",2018
"10684","Jones","jone.ai@yahoo.com","castle lite","180.00","450.00",947,"426150.00","255690.00","Benin","west","August",2019
"10685","Morgan","morganny@gmail.com","eagle lager","170.00","250.00",743,"185750.00","59440.00","Senegal","southsouth","September",2018
"10686","Howard","howard_freeman@yahoo.com","hero","150.00","200.00",788,"157600.00","39400.00","Ghana","northwest","October",2018
"10687","Parent","parentty@uk.com","beta malt","80.00","150.00",810,"121500.00","56700.00","Nigeria","northeast ","November",2017
"10688","Jones","jone.ai@yahoo.com","grand malt","90.00","150.00",784,"117600.00","47040.00","Togo","northcentral ","December",2018
"10689","Smith","smithMan@yahoo.com","trophy","150.00","200.00",813,"162600.00","40650.00","Benin","Southeast","January",2017
"10690","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",998,"499000.00","249500.00","Senegal","west","February",2017
"10691","Morgan","morganny@gmail.com","castle lite","180.00","450.00",889,"400050.00","240030.00","Ghana","southsouth","March",2018
"10692","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",783,"195750.00","62640.00","Nigeria","northwest","April",2019
"10693","Parent","parentty@uk.com","hero","150.00","200.00",866,"173200.00","43300.00","Togo","northeast ","May",2017
"10694","Kivell","kivel_go@yahoo.com","beta malt","80.00","150.00",840,"126000.00","58800.00","Benin","northcentral ","June",2018
"10695","Smith","smithMan@yahoo.com","grand malt","90.00","150.00",905,"135750.00","54300.00","Senegal","Southeast","July",2017
"10696","Parent","parentty@uk.com","trophy","150.00","200.00",814,"162800.00","40700.00","Ghana","west","August",2019
"10697","Gill","gillhell@uk.com","budweiser","250.00","500.00",878,"439000.00","219500.00","Nigeria","southsouth","September",2018
"10698","Smith","smithMan@yahoo.com","castle lite","180.00","450.00",819,"368550.00","221130.00","Togo","northwest","October",2018
"10699","Jones","jone.ai@yahoo.com","eagle lager","170.00","250.00",899,"224750.00","71920.00","Benin","northeast ","November",2019
"10700","Sorvino","sorvi2000@gmail.com","hero","150.00","200.00",897,"179400.00","44850.00","Senegal","northcentral ","December",2019
"10701","Jardine","jard@gmail.com","beta malt","80.00","150.00",753,"112950.00","52710.00","Ghana","Southeast","January",2017
"10702","Andrews","andy@gmail.com","grand malt","90.00","150.00",781,"117150.00","46860.00","Nigeria","west","February",2018
"10703","Howard","howard_freeman@yahoo.com","trophy","150.00","200.00",911,"182200.00","45550.00","Togo","southsouth","March",2018
"10704","Gill","gillhell@uk.com","budweiser","250.00","500.00",730,"365000.00","182500.00","Benin","northwest","April",2018
"10705","Gill","gillhell@uk.com","castle lite","180.00","450.00",912,"410400.00","246240.00","Senegal","northeast ","May",2017
"10706","Kivell","kivel_go@yahoo.com","eagle lager","170.00","250.00",755,"188750.00","60400.00","Ghana","northcentral ","June",2019
"10707","Jones","jone.ai@yahoo.com","hero","150.00","200.00",981,"196200.00","49050.00","Nigeria","Southeast","July",2018
"10708","Morgan","morganny@gmail.com","beta malt","80.00","150.00",914,"137100.00","63980.00","Togo","west","August",2018
"10709","Kivell","kivel_go@yahoo.com","grand malt","90.00","150.00",705,"105750.00","42300.00","Benin","southsouth","September",2019
"10710","Sorvino","sorvi2000@gmail.com","trophy","150.00","200.00",774,"154800.00","38700.00","Senegal","northwest","October",2018
"10711","Gill","gillhell@uk.com","budweiser","250.00","500.00",748,"374000.00","187000.00","Ghana","northeast ","November",2017
"10712","Sorvino","sorvi2000@gmail.com","castle lite","180.00","450.00",807,"363150.00","217890.00","Nigeria","northcentral ","December",2018
"10713","Thompson","thomp@uk.com","eagle lager","170.00","250.00",877,"219250.00","70160.00","Togo","Southeast","January",2018
"10714","Andrews","andy@gmail.com","hero","150.00","200.00",965,"193000.00","48250.00","Benin","west","February",2017
"10715","Jardine","jard@gmail.com","beta malt","80.00","150.00",728,"109200.00","50960.00","Senegal","southsouth","March",2017
"10716","Jardine","jard@gmail.com","grand malt","90.00","150.00",792,"118800.00","47520.00","Ghana","northwest","April",2017
"10717","Andrews","andy@gmail.com","trophy","150.00","200.00",878,"175600.00","43900.00","Nigeria","northeast ","May",2017
"10718","Jones","jone.ai@yahoo.com","budweiser","250.00","500.00",886,"443000.00","221500.00","Togo","northcentral ","June",2017
"10719","Morgan","morganny@gmail.com","castle lite","180.00","450.00",995,"447750.00","268650.00","Benin","Southeast","July",2017
"10720","Kivell","kivel_go@yahoo.com","eagle lager","170.00","250.00",851,"212750.00","68080.00","Senegal","west","August",2019
"10721","Sorvino","sorvi2000@gmail.com","hero","150.00","200.00",866,"173200.00","43300.00","Ghana","southsouth","September",2017
"10722","Gill","gillhell@uk.com","beta malt","80.00","150.00",987,"148050.00","69090.00","Nigeria","northwest","October",2017
"10723","Sorvino","sorvi2000@gmail.com","grand malt","90.00","150.00",776,"116400.00","46560.00","Togo","northeast ","November",2019
"10724","Thompson","thomp@uk.com","trophy","150.00","200.00",969,"193800.00","48450.00","Benin","northcentral ","December",2017
"10725","Andrews","andy@gmail.com","budweiser","250.00","500.00",718,"359000.00","179500.00","Senegal","Southeast","January",2017
"10726","Jardine","jard@gmail.com","castle lite","180.00","450.00",787,"354150.00","212490.00","Ghana","west","February",2018
"10727","Jardine","jard@gmail.com","eagle lager","170.00","250.00",901,"225250.00","72080.00","Nigeria","southsouth","March",2018
"10728","Andrews","andy@gmail.com","hero","150.00","200.00",736,"147200.00","36800.00","Togo","northwest","April",2018
"10729","Jardine","jard@gmail.com","beta malt","80.00","150.00",710,"106500.00","49700.00","Benin","northeast ","May",2017
"10730","Gill","gillhell@uk.com","grand malt","90.00","150.00",719,"107850.00","43140.00","Senegal","northcentral ","June",2019
